attendance,internal_marks,behavior_score,study_hours,final_result,risk_level
44,45,9,5.0,0,High
58,44,4,3.4,0,High
61,32,4,2.5,0,High
98,96,4,4.3,1,Low
99,66,3,3.7,0,Low
58,84,8,4.0,0,High
86,67,5,2.4,1,Low
55,92,7,2.9,0,High
63,30,6,3.6,0,High
80,48,9,5.1,0,Medium
43,81,3,4.7,0,High
54,59,6,1.2,0,High
64,84,3,1.9,0,Medium
83,43,2,0.6,0,High
94,42,3,0.5,0,High
74,56,2,1.7,0,High
94,38,2,4.9,0,High
53,70,7,5.5,0,High
88,77,3,2.7,0,Low
58,41,8,3.6,0,High
77,39,2,4.4,0,High
75,35,7,5.7,0,High
46,63,3,5.5,0,High
69,81,9,0.8,0,Medium
58,70,7,1.9,0,High
88,35,9,0.8,0,High
64,31,2,3.9,0,High
55,44,6,4.4,0,High
86,46,5,2.2,0,Medium
93,45,2,5.2,0,High
79,57,4,3.0,1,Medium
90,39,4,6.0,0,High
47,39,8,0.5,0,High
57,39,7,1.1,0,High
67,57,5,2.2,0,Medium
55,53,9,0.6,0,High
91,48,1,4.8,0,High
58,97,4,0.8,0,High
81,85,5,4.6,1,Low
56,96,8,0.8,0,High
84,71,3,1.9,0,Low
52,41,5,5.1,0,High
46,47,3,5.7,0,High
66,52,7,2.8,0,Medium
49,35,3,5.8,0,High
73,82,7,3.9,1,Medium
75,71,2,2.8,0,High
64,95,7,4.9,0,Medium
45,59,9,2.1,0,High
63,38,5,2.0,0,High
57,71,6,4.1,0,High
62,63,3,2.6,0,Medium
45,69,5,1.2,0,High
68,46,5,0.9,0,Medium
64,58,3,4.8,0,Medium
94,79,8,4.2,1,Low
56,78,6,2.8,0,High
85,90,3,5.4,0,Low
63,75,1,2.8,0,High
50,75,1,4.4,0,High
65,46,2,5.5,0,High
90,95,5,5.1,1,Low
73,34,7,3.3,0,High
67,83,1,4.2,0,High
42,45,1,2.8,0,High
50,36,4,4.1,0,High
77,37,6,1.9,0,High
53,67,9,2.9,0,High
90,83,1,1.7,0,High
65,44,5,0.7,0,High
87,79,9,3.7,1,Low
60,85,8,5.3,0,Medium
93,38,7,0.6,0,High
95,37,2,1.6,0,High
78,48,9,3.0,0,Medium
69,80,8,4.2,0,Medium
98,86,9,1.4,1,Low
47,97,9,0.8,0,High
90,60,9,3.4,1,Low
59,32,3,5.0,0,High
87,72,7,0.7,1,Low
71,58,1,2.4,0,High
61,39,9,4.1,0,High
98,41,9,1.2,0,High
46,75,3,1.8,0,High
48,59,5,3.4,0,High
84,61,8,5.7,1,Low
40,76,6,2.1,0,High
68,92,9,3.2,0,Medium
47,55,3,2.7,0,High
95,32,7,5.4,0,High
93,52,6,0.9,0,Medium
43,79,5,3.6,0,High
74,65,4,5.2,1,Medium
98,42,5,5.9,0,High
42,58,4,4.3,0,High
93,67,3,2.6,0,Low
84,34,7,2.8,0,High
79,49,6,2.4,0,Medium
46,43,4,3.8,0,High
66,37,9,4.6,0,High
40,77,1,5.0,0,High
66,42,1,2.8,0,High
55,53,9,4.4,0,High
77,94,7,5.5,1,Low
46,63,2,5.6,0,High
83,80,5,4.4,1,Low
62,32,4,4.0,0,High
80,87,1,3.4,0,High
98,84,9,1.5,1,Low
50,71,6,1.2,0,High
81,50,6,3.2,0,Medium
92,39,4,1.4,0,High
72,86,2,3.7,0,High
89,54,8,4.1,0,Medium
75,85,8,3.4,1,Low
76,67,3,0.7,0,Low
80,90,7,0.8,1,Low
98,76,7,1.1,1,Low
56,83,5,1.3,0,High
74,75,5,5.9,1,Medium
87,97,8,2.4,1,Low
44,33,4,2.1,0,High
87,95,1,0.8,0,High
71,72,1,4.0,0,High
42,91,9,4.1,0,High
91,33,4,1.5,0,High
86,94,1,5.6,0,High
74,91,2,4.9,0,High
91,31,7,1.8,0,High
53,38,2,3.2,0,High
87,86,1,3.0,0,High
70,74,9,2.4,1,Medium
70,47,5,5.0,0,Medium
56,77,4,1.1,0,High
99,71,4,2.8,1,Low
63,70,1,2.9,0,High
91,87,3,3.1,0,Low
62,71,1,5.2,0,High
57,64,5,1.7,0,High
89,67,5,1.1,1,Low
93,96,9,3.9,1,Low
53,70,8,1.5,0,High
89,79,5,0.9,1,Low
54,74,5,2.8,0,High
54,48,7,1.7,0,High
45,46,2,2.5,0,High
66,94,7,1.9,0,Medium
54,85,1,1.0,0,High
89,70,5,3.6,1,Low
75,71,6,0.6,1,Low
94,35,1,5.8,0,High
47,98,9,2.4,0,High
54,69,9,4.3,0,High
42,70,1,5.0,0,High
86,38,4,2.0,0,High
52,37,8,4.6,0,High
80,73,2,5.1,0,High
73,87,8,1.8,1,Medium
63,96,9,6.0,0,Medium
79,42,9,0.6,0,High
71,48,1,1.7,0,High
71,78,9,4.8,1,Medium
69,59,4,1.6,0,Medium
91,95,8,4.3,1,Low
88,88,9,5.2,1,Low
52,82,3,5.8,0,High
40,81,6,3.1,0,High
73,60,3,5.8,0,Medium
54,44,1,2.8,0,High
83,49,6,1.7,0,Medium
53,34,5,3.3,0,High
96,36,3,4.1,0,High
68,47,4,3.0,0,Medium
73,85,2,3.6,0,High
57,74,4,2.8,0,High
93,57,4,3.4,1,Medium
46,79,3,5.7,0,High
68,31,6,3.2,0,High
94,97,1,1.9,0,High
70,53,9,4.7,0,Medium
64,77,3,2.4,0,Medium
77,74,3,5.0,0,Low
53,87,3,0.8,0,High
47,65,7,2.3,0,High
66,31,8,1.0,0,High
93,47,2,1.0,0,High
41,78,1,4.1,0,High
56,37,5,2.6,0,High
76,87,8,5.3,1,Low
53,44,3,3.3,0,High
64,46,6,2.1,0,Medium
95,52,3,4.5,0,Medium
69,95,6,3.9,0,Medium
68,99,4,4.9,0,Medium
59,56,7,4.0,0,High
60,66,1,1.4,0,High
92,78,1,4.2,0,High
61,93,5,2.7,0,Medium
74,63,9,3.0,1,Medium
76,47,5,5.6,0,Medium
55,93,4,2.5,0,High
89,73,8,3.9,1,Low
97,46,5,2.5,0,Medium
88,88,1,1.0,0,High
82,42,7,3.0,0,High
56,81,4,3.8,0,High
55,89,5,2.7,0,High
97,71,6,2.6,1,Low
94,93,7,5.0,1,Low
41,95,2,0.7,0,High
43,63,1,2.1,0,High
60,93,3,5.0,0,Medium
78,62,1,5.6,0,High
73,41,4,2.8,0,High
69,48,6,5.4,0,Medium
45,38,5,1.6,0,High
56,46,4,1.7,0,High
78,79,7,5.2,1,Low
64,68,6,5.5,0,Medium
44,70,3,1.7,0,High
44,39,9,0.8,0,High
59,41,5,1.0,0,High
55,44,1,1.9,0,High
90,57,6,4.7,1,Medium
80,33,5,3.3,0,High
76,65,8,3.0,1,Low
79,94,4,3.7,1,Low
48,76,1,5.4,0,High
44,68,2,1.0,0,High
81,67,8,4.3,1,Low
96,73,8,5.6,1,Low
41,80,5,1.7,0,High
48,55,6,5.1,0,High
82,65,2,4.3,0,High
75,98,9,0.6,1,Low
61,30,6,1.8,0,High
61,82,9,3.8,0,Medium
61,35,3,3.3,0,High
73,66,6,3.4,1,Medium
94,31,5,1.8,0,High
68,98,9,4.2,0,Medium
77,70,1,2.0,0,High
98,80,9,2.6,1,Low
85,76,5,2.5,1,Low
72,42,1,4.2,0,High
57,98,8,1.0,0,High
46,95,7,1.6,0,High
40,88,6,1.6,0,High
72,97,2,1.1,0,High
40,88,5,1.6,0,High
63,39,3,3.8,0,High
43,42,2,4.5,0,High
43,31,1,4.1,0,High
57,44,9,3.1,0,High
66,75,2,0.8,0,High
82,86,1,5.8,0,High
98,39,7,1.4,0,High
71,51,9,4.2,0,Medium
72,37,6,5.5,0,High
67,50,8,4.3,0,Medium
81,51,7,1.7,0,Medium
80,74,9,2.2,1,Low
94,69,7,0.7,1,Low
75,51,6,3.9,0,Medium
99,59,1,3.9,0,High
45,91,9,4.5,0,High
55,74,5,0.6,0,High
73,64,2,5.0,0,High
62,71,8,4.6,0,Medium
89,34,4,1.3,0,High
81,56,3,2.4,0,Medium
63,99,1,4.0,0,High
95,91,5,3.2,1,Low
88,61,3,1.1,0,Low
52,37,4,1.0,0,High
95,47,9,4.8,0,Medium
57,44,7,1.4,0,High
93,55,5,1.4,1,Medium
52,82,8,5.1,0,High
88,73,6,3.9,1,Low
76,61,2,3.8,0,High
82,57,7,3.1,1,Medium
78,68,1,3.6,0,High
81,61,3,3.8,0,Low
56,47,1,5.8,0,High
54,99,1,1.7,0,High
57,40,5,1.7,0,High
62,61,6,0.8,0,Medium
93,49,3,4.1,0,Medium
90,69,3,3.5,0,Low
69,37,3,1.1,0,High
97,64,1,2.5,0,High
73,98,5,1.5,1,Medium
97,50,1,2.3,0,High
43,53,3,5.7,0,High
42,46,6,4.3,0,High
46,47,6,0.5,0,High
95,41,3,1.9,0,High
57,45,9,0.6,0,High
81,33,8,4.4,0,High
46,63,3,3.1,0,High
79,75,5,6.0,1,Low
45,60,5,4.5,0,High
61,54,5,3.3,0,Medium
97,53,3,4.9,0,Medium
40,94,5,4.4,0,High
43,54,5,1.8,0,High
85,57,4,3.4,1,Medium
88,65,4,3.6,1,Low
91,35,2,3.0,0,High
89,95,9,1.5,1,Low
82,96,7,1.7,1,Low
68,77,1,2.0,0,High
60,99,5,0.6,0,Medium
65,96,2,5.5,0,High
53,77,6,4.3,0,High
48,94,7,4.3,0,High
98,73,2,3.6,0,High
86,92,6,4.3,1,Low
51,75,3,5.9,0,High
81,48,9,2.6,0,Medium
90,93,4,4.4,1,Low
95,79,3,2.5,0,Low
90,92,3,5.2,0,Low
45,70,2,5.2,0,High
59,36,9,5.5,0,High
63,38,8,0.5,0,High
66,33,5,2.1,0,High
77,78,9,1.2,1,Low
47,35,2,3.0,0,High
40,50,6,3.2,0,High
93,44,7,1.9,0,High
88,96,6,4.5,1,Low
88,95,3,2.0,0,Low
63,85,9,5.2,0,Medium
86,97,8,1.5,1,Low
46,61,8,2.5,0,High
58,95,8,3.9,0,High
61,58,9,3.8,0,Medium
96,95,1,0.9,0,High
94,63,8,5.2,1,Low
99,56,2,3.8,0,High
74,89,4,5.3,1,Medium
69,68,1,5.3,0,High
68,73,6,3.5,0,Medium
61,65,1,5.5,0,High
50,48,5,5.2,0,High
59,74,9,5.8,0,High
68,50,1,5.2,0,High
90,52,9,5.0,0,Medium
80,56,4,3.1,1,Medium
81,48,3,1.7,0,Medium
73,70,8,5.5,1,Medium
40,55,6,4.5,0,High
70,57,7,2.0,1,Medium
69,93,9,2.4,0,Medium
87,97,5,4.3,1,Low
57,80,2,3.1,0,High
94,77,3,0.9,0,Low
97,39,3,1.3,0,High
56,68,4,4.6,0,High
77,48,7,2.3,0,Medium
53,93,6,3.3,0,High
62,48,3,4.7,0,Medium
64,91,7,4.6,0,Medium
54,42,4,1.4,0,High
85,54,8,1.0,0,Medium
95,71,7,3.8,1,Low
61,68,7,4.6,0,Medium
42,59,9,1.3,0,High
95,34,8,2.5,0,High
94,47,1,5.3,0,High
58,50,7,5.7,0,High
96,79,3,3.0,0,Low
83,35,4,0.9,0,High
73,79,6,1.9,1,Medium
74,95,5,1.8,1,Medium
89,30,8,1.8,0,High
40,86,2,3.2,0,High
91,59,5,3.7,1,Medium
60,87,5,1.2,0,Medium
68,81,3,5.4,0,Medium
45,66,5,3.9,0,High
76,77,4,3.8,1,Low
40,30,5,5.9,0,High
90,48,9,4.0,0,Medium
40,75,7,5.6,0,High
66,96,1,2.1,0,High
60,31,3,1.8,0,High
92,85,9,3.3,1,Low
55,46,4,3.3,0,High
83,51,4,1.7,0,Medium
98,56,6,4.3,1,Medium
93,84,3,0.7,0,Low
79,61,3,4.3,0,Low
65,89,9,3.0,0,Medium
55,57,5,4.3,0,High
67,57,7,3.1,0,Medium
40,54,5,5.9,0,High
75,55,6,2.3,1,Medium
49,46,8,5.9,0,High
82,36,8,0.9,0,High
56,85,2,4.3,0,High
96,93,9,3.0,1,Low
98,49,6,5.0,0,Medium
62,67,7,4.8,0,Medium
46,87,3,4.9,0,High
83,45,4,1.0,0,Medium
92,80,6,5.0,1,Low
46,56,7,1.7,0,High
83,80,6,0.6,1,Low
54,45,5,1.7,0,High
73,89,2,3.1,0,High
85,69,7,4.6,1,Low
84,96,5,1.7,1,Low
43,31,9,1.1,0,High
53,77,4,4.1,0,High
53,81,2,5.9,0,High
55,53,7,3.8,0,High
46,31,7,4.3,0,High
71,94,1,3.6,0,High
58,49,5,4.8,0,High
41,63,3,5.9,0,High
49,70,9,3.5,0,High
89,70,9,2.8,1,Low
56,52,7,5.2,0,High
76,67,9,5.8,1,Low
51,73,2,1.2,0,High
45,96,8,3.7,0,High
61,91,1,4.9,0,High
71,41,3,3.4,0,High
80,59,8,2.8,1,Medium
59,94,8,4.1,0,High
40,70,8,2.0,0,High
93,49,7,2.4,0,Medium
86,35,2,6.0,0,High
92,33,3,4.0,0,High
97,39,9,5.3,0,High
45,80,2,4.9,0,High
58,67,7,4.1,0,High
57,30,1,5.1,0,High
45,37,3,2.1,0,High
84,92,1,4.0,0,High
72,62,6,3.7,1,Medium
62,44,4,3.9,0,High
62,60,1,1.4,0,High
65,50,5,2.0,0,Medium
52,32,4,2.1,0,High
46,95,2,3.8,0,High
54,64,7,5.8,0,High
83,70,8,5.7,1,Low
66,88,4,1.7,0,Medium
65,45,9,2.2,0,Medium
72,85,3,0.7,0,Medium
54,74,6,2.7,0,High
75,88,7,5.1,1,Low
84,79,7,5.5,1,Low
94,41,6,1.8,0,High
66,41,9,2.0,0,High
96,62,1,1.7,0,High
44,78,9,2.4,0,High
41,50,9,4.9,0,High
94,89,4,4.1,1,Low
97,81,5,4.8,1,Low
72,83,3,3.7,0,Medium
55,68,7,1.9,0,High
62,78,2,1.8,0,High
77,93,8,0.5,1,Low
94,55,9,4.8,1,Medium
55,36,6,5.2,0,High
53,91,9,4.7,0,High
68,53,6,0.9,0,Medium
65,69,3,4.7,0,Medium
74,76,3,0.8,0,Medium
54,37,2,1.1,0,High
42,83,5,2.9,0,High
62,38,4,3.1,0,High
68,32,6,5.0,0,High
73,83,5,4.2,1,Medium
72,50,6,1.3,0,Medium
80,77,4,1.7,1,Low
80,76,3,2.1,0,Low
62,97,1,1.2,0,High
46,92,5,2.1,0,High
42,45,6,4.5,0,High
97,34,5,1.8,0,High
71,40,5,5.1,0,High
70,58,6,3.1,1,Medium
57,99,4,2.3,0,High
82,77,4,2.8,1,Low
46,44,8,4.4,0,High
80,63,8,3.3,1,Low
40,89,3,0.5,0,High
53,91,7,5.6,0,High
91,31,5,0.9,0,High
71,48,5,5.7,0,Medium
45,78,3,0.7,0,High
78,57,2,4.7,0,High
49,77,3,3.4,0,High
46,66,7,3.3,0,High
65,78,3,0.9,0,Medium
73,77,2,1.8,0,High
69,58,4,4.8,0,Medium
75,89,5,5.4,1,Low
60,58,7,3.4,0,Medium
99,87,1,2.4,0,High
56,77,8,0.8,0,High
72,52,3,4.3,0,Medium
49,56,6,2.0,0,High
90,36,4,0.8,0,High
86,78,5,4.2,1,Low
81,83,6,3.2,1,Low
90,97,2,0.6,0,High
51,71,3,1.1,0,High
95,88,8,4.3,1,Low
55,73,8,0.9,0,High
80,55,1,5.3,0,High
71,52,8,2.2,0,Medium
54,37,2,1.0,0,High
66,82,8,4.7,0,Medium
67,43,5,3.4,0,High
56,36,1,2.2,0,High
85,38,8,2.7,0,High
98,32,5,0.6,0,High
89,46,1,4.1,0,High
97,73,4,2.5,1,Low
41,75,1,4.4,0,High
75,87,9,4.0,1,Low
89,57,2,4.1,0,High
46,43,8,4.9,0,High
52,38,4,4.0,0,High
54,55,9,2.8,0,High
64,31,2,2.6,0,High
62,63,3,1.2,0,Medium
99,48,2,4.8,0,High
61,68,5,4.7,0,Medium
65,42,1,1.9,0,High
72,34,3,5.2,0,High
50,79,1,3.7,0,High
49,52,8,3.1,0,High
64,58,4,0.6,0,Medium
76,55,3,2.6,0,Medium
87,86,8,4.0,1,Low
82,30,9,1.0,0,High
92,57,8,3.0,1,Medium
77,91,6,6.0,1,Low
80,76,3,4.4,0,Low
84,88,8,3.5,1,Low
63,60,5,3.4,0,Medium
79,99,5,0.7,1,Low
85,78,9,5.8,1,Low
95,34,1,5.6,0,High
72,60,7,4.3,1,Medium
56,66,8,1.0,0,High
63,44,3,1.6,0,High
76,81,8,1.5,1,Low
96,98,1,3.4,0,High
41,40,8,1.6,0,High
71,72,7,4.3,1,Medium
96,99,4,3.5,1,Low
99,52,7,0.6,0,Medium
63,69,7,4.6,0,Medium
48,92,1,1.5,0,High
43,31,3,5.0,0,High
56,76,7,2.5,0,High
56,59,5,2.4,0,High
92,45,9,0.6,0,Medium
89,88,7,5.9,1,Low
87,76,3,3.9,0,Low
69,59,1,2.8,0,High
79,38,5,1.0,0,High
97,94,5,4.3,1,Low
50,88,7,2.1,0,High
60,93,1,5.9,0,High
60,37,2,5.7,0,High
57,81,6,4.5,0,High
94,47,8,5.8,0,Medium
68,87,4,1.1,0,Medium
63,78,3,2.0,0,Medium
49,61,3,1.9,0,High
84,77,3,0.9,0,Low
56,74,2,5.8,0,High
57,83,1,0.8,0,High
81,75,5,5.2,1,Low
87,60,5,4.7,1,Low
59,66,5,2.6,0,High
76,45,4,0.6,0,Medium
84,75,3,0.5,0,Low
57,75,3,1.6,0,High
56,90,2,3.2,0,High
48,75,5,3.0,0,High
53,80,4,3.7,0,High
88,91,6,4.7,1,Low
68,64,2,2.6,0,High
70,71,2,1.4,0,High
43,74,8,4.9,0,High
57,97,6,2.3,0,High
98,76,3,2.1,0,Low
59,59,5,4.7,0,High
95,53,3,5.6,0,Medium
95,95,2,5.5,0,High
86,72,3,1.3,0,Low
82,63,1,3.3,0,High
83,52,7,1.0,0,Medium
48,90,6,5.8,0,High
52,66,5,1.7,0,High
54,42,6,1.6,0,High
66,36,8,5.4,0,High
54,71,3,5.8,0,High
67,67,3,4.3,0,Medium
76,81,5,1.2,1,Low
94,73,5,3.2,1,Low
58,93,1,5.0,0,High
65,42,4,3.6,0,High
91,57,9,1.2,1,Medium
65,30,8,1.4,0,High
64,72,3,5.3,0,Medium
65,71,5,3.4,0,Medium
65,79,5,4.4,0,Medium
85,89,7,2.6,1,Low
67,30,8,3.4,0,High
88,80,9,5.9,1,Low
57,45,7,2.3,0,High
71,68,2,4.2,0,High
92,44,8,1.4,0,High
42,62,8,1.2,0,High
41,82,2,4.8,0,High
72,46,6,5.1,0,Medium
81,35,1,4.2,0,High
58,60,7,1.4,0,High
56,98,2,1.8,0,High
83,69,5,5.5,1,Low
72,59,7,2.1,1,Medium
51,98,9,5.0,0,High
88,36,1,2.1,0,High
95,42,9,5.7,0,High
42,33,5,5.5,0,High
82,79,6,0.7,1,Low
88,32,8,4.7,0,High
94,41,2,1.4,0,High
65,94,7,1.7,0,Medium
74,56,4,3.0,1,Medium
47,79,9,3.7,0,High
91,46,6,2.3,0,Medium
75,61,7,3.7,1,Low
92,80,6,1.4,1,Low
93,46,8,0.6,0,Medium
46,63,6,3.6,0,High
85,64,7,3.3,1,Low
85,53,8,4.3,0,Medium
75,83,1,4.1,0,High
55,47,4,5.4,0,High
63,79,6,3.0,0,Medium
93,75,1,0.5,0,High
40,77,4,4.0,0,High
88,62,6,4.2,1,Low
64,56,7,3.4,0,Medium
49,30,6,4.3,0,High
93,88,4,2.3,1,Low
55,39,7,1.3,0,High
55,54,2,4.2,0,High
97,86,6,1.8,1,Low
47,95,5,3.0,0,High
68,44,2,3.2,0,High
78,57,9,3.1,1,Medium
67,42,7,3.8,0,High
45,43,3,0.7,0,High
55,95,7,5.9,0,High
59,63,6,4.4,0,High
55,54,7,2.8,0,High
46,83,4,1.6,0,High
80,41,8,0.9,0,High
53,38,8,4.2,0,High
82,60,7,2.2,1,Low
65,82,7,1.8,0,Medium
65,72,8,2.6,0,Medium
53,67,1,3.8,0,High
46,71,6,4.2,0,High
72,77,2,4.0,0,High
65,96,1,5.2,0,High
96,95,7,1.7,1,Low
84,45,6,4.0,0,Medium
59,45,5,1.1,0,High
42,60,5,3.5,0,High
91,87,9,3.7,1,Low
43,57,9,1.7,0,High
65,33,6,2.7,0,High
50,39,3,5.0,0,High
41,80,7,1.3,0,High
53,47,4,2.9,0,High
83,76,5,5.6,1,Low
69,61,7,3.3,0,Medium
88,59,7,4.5,1,Medium
51,65,8,5.0,0,High
65,38,1,1.6,0,High
83,65,5,1.7,1,Low
72,58,9,4.7,1,Medium
52,45,7,4.6,0,High
53,50,2,0.8,0,High
63,93,1,2.3,0,High
73,95,8,2.7,1,Medium
83,88,9,5.1,1,Low
65,57,5,2.8,0,Medium
60,84,6,5.6,0,Medium
67,60,2,6.0,0,High
87,62,5,4.8,1,Low
75,89,4,4.2,1,Low
79,70,8,2.7,1,Low
41,75,8,0.9,0,High
81,78,5,3.7,1,Low
48,94,8,2.5,0,High
62,71,6,2.4,0,Medium
54,52,6,4.3,0,High
52,56,4,3.1,0,High
62,61,3,4.6,0,Medium
56,32,9,2.7,0,High
87,89,5,1.3,1,Low
99,46,4,3.0,0,Medium
41,61,6,5.7,0,High
59,36,4,4.9,0,High
59,98,6,1.6,0,High
98,87,8,2.7,1,Low
85,69,8,5.6,1,Low
42,77,6,1.2,0,High
94,80,1,1.9,0,High
51,86,1,1.9,0,High
79,66,3,3.6,0,Low
41,84,2,2.8,0,High
75,70,1,0.9,0,High
53,49,1,4.0,0,High
55,62,6,1.0,0,High
58,69,7,3.8,0,High
73,63,8,3.3,1,Medium
83,91,3,3.2,0,Low
85,48,1,0.9,0,High
45,72,5,4.0,0,High
52,98,8,2.9,0,High
75,92,4,2.8,1,Low
61,39,2,3.8,0,High
57,42,9,3.8,0,High
51,34,9,0.6,0,High
91,87,3,1.2,0,Low
98,88,7,1.8,1,Low
93,88,1,4.2,0,High
69,44,8,3.7,0,High
92,30,8,4.7,0,High
90,67,3,4.6,0,Low
79,82,5,5.2,1,Low
46,81,4,2.6,0,High
71,30,7,2.4,0,High
87,40,7,5.1,0,High
58,87,8,1.8,0,High
45,69,5,3.0,0,High
59,89,5,1.6,0,High
66,73,8,5.5,0,Medium
92,35,5,2.7,0,High
82,57,1,1.7,0,High
76,60,3,4.3,0,Low
87,37,2,1.8,0,High
46,34,5,5.7,0,High
98,83,8,2.5,1,Low
44,46,9,4.2,0,High
50,67,9,2.4,0,High
54,38,1,4.9,0,High
42,43,1,5.4,0,High
97,55,1,4.8,0,High
44,91,1,5.2,0,High
62,54,9,1.1,0,Medium
92,65,1,5.6,0,High
76,62,7,3.9,1,Low
48,32,6,5.3,0,High
54,40,9,4.3,0,High
42,87,9,1.6,0,High
68,93,4,3.9,0,Medium
45,47,9,1.0,0,High
56,76,6,4.3,0,High
65,73,5,2.7,0,Medium
60,88,9,1.3,0,Medium
47,79,7,5.9,0,High
60,98,9,5.5,0,Medium
96,58,5,5.4,1,Medium
50,96,4,4.8,0,High
77,31,3,4.3,0,High
47,54,5,4.1,0,High
81,48,9,1.1,0,Medium
63,69,3,5.5,0,Medium
74,31,1,5.3,0,High
94,94,2,4.6,0,High
53,91,5,5.6,0,High
94,83,3,3.5,0,Low
53,74,6,3.0,0,High
49,78,8,5.8,0,High
51,98,6,3.1,0,High
77,67,9,4.0,1,Low
83,33,6,2.6,0,High
94,46,5,4.0,0,Medium
85,82,4,4.5,1,Low
73,82,2,3.9,0,High
80,60,6,3.3,1,Low
49,51,2,2.2,0,High
97,40,5,4.0,0,High
56,63,1,5.5,0,High
56,44,3,0.5,0,High
42,39,5,1.2,0,High
70,82,7,1.2,1,Medium
90,77,8,5.6,1,Low
40,60,7,4.1,0,High
51,66,7,5.7,0,High
78,57,2,3.7,0,High
43,60,6,3.0,0,High
81,99,5,4.9,1,Low
52,43,9,1.4,0,High
73,45,4,2.6,0,Medium
81,54,7,3.1,0,Medium
60,68,8,2.1,0,Medium
61,95,6,2.5,0,Medium
96,67,3,0.9,0,Low
43,70,5,1.6,0,High
57,69,1,2.3,0,High
44,93,8,4.9,0,High
58,45,2,1.5,0,High
41,88,7,2.4,0,High
51,40,9,0.9,0,High
56,30,1,3.6,0,High
49,42,4,3.9,0,High
73,59,7,5.3,1,Medium
45,98,9,5.0,0,High
47,47,2,2.1,0,High
90,42,2,1.3,0,High
50,61,6,1.4,0,High
96,79,3,5.8,0,Low
51,60,4,4.2,0,High
48,80,3,0.7,0,High
41,56,1,1.3,0,High
47,89,6,3.2,0,High
97,62,2,1.6,0,High
50,82,2,4.9,0,High
99,62,7,3.7,1,Low
92,70,5,3.9,1,Low
75,48,8,3.0,0,Medium
49,70,2,1.9,0,High
60,71,8,3.7,0,Medium
59,52,7,4.4,0,High
87,62,8,2.5,1,Low
47,49,3,3.3,0,High
75,54,8,5.1,0,Medium
68,81,6,1.3,0,Medium
81,41,2,3.5,0,High
51,61,6,2.4,0,High
53,62,5,4.4,0,High
87,97,3,0.6,0,Low
93,44,1,4.2,0,High
89,80,7,1.1,1,Low
60,35,2,0.9,0,High
61,98,1,4.5,0,High
60,98,1,4.0,0,High
83,64,7,5.4,1,Low
89,63,1,3.4,0,High
69,92,9,3.4,0,Medium
78,97,6,4.4,1,Low
59,47,4,2.3,0,High
63,55,4,0.7,0,Medium
62,90,5,1.8,0,Medium
46,77,2,1.8,0,High
48,60,5,2.3,0,High
40,63,2,5.7,0,High
65,36,4,4.9,0,High
77,36,5,5.6,0,High
77,76,6,6.0,1,Low
93,37,6,2.9,0,High
83,30,9,1.7,0,High
61,32,4,3.6,0,High
83,82,5,5.3,1,Low
49,67,6,3.1,0,High
94,80,4,3.3,1,Low
97,44,6,1.2,0,High
45,96,2,2.8,0,High
56,93,7,2.6,0,High
90,97,3,2.4,0,Low
89,34,4,5.4,0,High
77,39,9,0.8,0,High
63,37,5,5.8,0,High
90,41,9,0.5,0,High
49,93,6,5.7,0,High
95,88,8,3.5,1,Low
47,96,5,4.4,0,High
60,79,5,1.5,0,Medium
95,52,3,4.1,0,Medium
45,69,7,5.4,0,High
60,47,2,1.3,0,High
96,50,3,1.2,0,Medium
78,30,2,2.2,0,High
63,67,8,1.4,0,Medium
72,70,4,1.1,1,Medium
98,71,8,4.2,1,Low
57,38,8,1.7,0,High
95,52,8,4.2,0,Medium
67,40,8,5.2,0,High
96,60,8,4.1,1,Low
91,55,9,1.2,1,Medium
71,59,2,3.7,0,High
51,63,9,2.7,0,High
87,75,8,2.4,1,Low
81,98,1,2.3,0,High
66,34,5,5.6,0,High
49,90,2,4.6,0,High
85,67,5,1.2,1,Low
96,57,8,3.1,1,Medium
91,55,9,2.3,1,Medium
81,90,9,5.9,1,Low
71,52,1,5.9,0,High
81,75,7,2.3,1,Low
65,59,8,2.4,0,Medium
64,96,3,3.8,0,Medium
50,62,6,3.1,0,High
62,32,3,1.7,0,High
73,98,9,4.1,1,Medium
96,71,3,2.3,0,Low
91,91,2,4.1,0,High
79,87,9,2.6,1,Low
62,86,8,4.4,0,Medium
68,30,8,4.2,0,High
70,89,2,3.3,0,High
46,98,6,4.4,0,High
79,88,5,3.0,1,Low
72,75,2,1.1,0,High
60,63,5,1.5,0,Medium
41,54,4,1.9,0,High
57,71,9,0.8,0,High
86,58,1,4.4,0,High
72,54,6,2.5,0,Medium
76,83,7,1.0,1,Low
73,96,6,5.0,1,Medium
59,44,5,4.3,0,High
74,33,4,3.0,0,High
90,67,5,1.9,1,Low
89,49,9,1.3,0,Medium
93,52,5,3.0,0,Medium
57,66,8,5.4,0,High
85,91,7,1.5,1,Low
63,37,4,3.6,0,High
47,66,5,5.8,0,High
69,74,7,4.0,0,Medium
83,62,6,2.9,1,Low
92,36,3,4.4,0,High
49,51,3,5.0,0,High
62,34,2,3.7,0,High
91,44,3,5.3,0,High
88,50,1,3.3,0,High
50,46,9,5.1,0,High
41,85,2,5.7,0,High
97,79,3,3.3,0,Low
65,36,5,3.8,0,High
75,79,4,3.9,1,Low
